01/06/2021-09:18:04,merge,100,melhor, 0.015606880187988281,0.00146484375
01/06/2021-09:18:04,merge,100,pior, 0.0,0.0011444091796875
01/06/2021-09:18:04,merge,100,medio, 0.0,0.0007568359375
01/06/2021-09:18:31,merge,1000,melhor, 0.012048006057739258,0.00232696533203125
01/06/2021-09:18:31,merge,1000,pior, 0.01799917221069336,0.00177001953125
01/06/2021-09:18:31,merge,1000,medio, 0.01679983139038086,0.00104217529296875
01/06/2021-09:21:35,merge,10000,melhor, 0.14801335334777832,0.0030670166015625
01/06/2021-09:21:35,merge,10000,pior, 0.1849966049194336,0.00142669677734375
01/06/2021-09:21:36,merge,10000,medio, 0.18155255317687988,0.0010650634765625
01/06/2021-09:22:56,merge,100000,melhor, 1.831878423690796,0.00318145751953125
01/06/2021-09:22:58,merge,100000,pior, 2.0420827865600586,0.00142669677734375
01/06/2021-09:23:09,merge,100000,medio, 2.2837640762329103,0.0010650634765625
01/06/2021-09:24:26,merge,1000000,melhor, 23.70462727546692,0.0032958984375
01/06/2021-09:24:51,merge,1000000,pior, 24.792707443237305,0.00142669677734375
01/06/2021-09:27:09,merge,1000000,medio, 27.674531269073487,0.0010650634765625
01/06/2021-09:33:57,merge,10000000,melhor, 284.34285163879395,0.003448486328125
01/06/2021-09:38:56,merge,10000000,pior, 299.01801776885986,0.00142669677734375
01/06/2021-10:07:10,merge,10000000,medio, 338.6553102016449,0.0010650634765625
01/06/2021-10:09:37,quick,100,melhor, 0.0,0.0013580322265625
01/06/2021-10:09:37,quick,100,pior, 0.0,0.00148773193359375
01/06/2021-10:09:37,quick,100,medio, 0.0005990028381347656,0.00066680908203125
01/06/2021-10:09:46,quick,1000,melhor, 0.006024837493896484,0.00249481201171875
01/06/2021-10:09:46,quick,1000,pior, 0.011997461318969727,0.0028533935546875
01/06/2021-10:09:46,quick,1000,medio, 0.012597894668579102,0.00112152099609375
01/06/2021-10:10:14,quick,10000,melhor, 0.09999465942382812,0.00284576416015625
01/06/2021-10:10:14,quick,10000,pior, 0.14397883415222168,0.0039825439453125
01/06/2021-10:10:15,quick,10000,medio, 0.16914887428283693,0.001080322265625
01/06/2021-10:10:39,quick,100000,melhor, 1.349916696548462,0.002960205078125
01/06/2021-10:10:40,quick,100000,pior, 1.6264667510986328,0.00424957275390625
01/06/2021-10:10:49,quick,100000,medio, 1.6992228984832765,0.001080322265625
01/06/2021-10:13:24,quick,1000000,melhor, 12.417335987091064,0.00405120849609375
01/06/2021-10:13:44,quick,1000000,pior, 20.832780361175537,0.0045928955078125
01/06/2021-10:15:24,quick,1000000,medio, 19.939657163619994,0.0010650634765625
01/06/2021-10:20:55,quick,10000000,melhor, 149.03184485435486,0.00420379638671875
01/06/2021-10:24:33,quick,10000000,pior, 218.24159216880798,0.00470733642578125
01/06/2021-10:44:16,quick,10000000,medio, 236.65465869903565,0.0010650634765625
01/06/2021-10:45:29,bubble,100,melhor, 0.000990152359008789,0.00086212158203125
01/06/2021-10:45:29,bubble,100,pior, 0.001996278762817383,0.000701904296875
01/06/2021-10:45:29,bubble,100,medio, 0.00179595947265625,0.000653076171875
01/06/2021-10:45:55,bubble,1000,melhor, 0.6015958786010742,0.000946044921875
01/06/2021-10:45:56,bubble,1000,pior, 0.7940340042114258,0.0008697509765625
01/06/2021-10:46:00,bubble,1000,medio, 0.7721096038818359,0.0007720947265625
01/06/2021-10:47:31,bubble,10000,melhor, 68.3480772972107,0.000946044921875
01/06/2021-10:49:17,bubble,10000,pior, 105.66688370704651,0.0008697509765625
01/06/2021-10:56:41,bubble,10000,medio, 88.86867485046386,0.0007720947265625
01/06/2021-13:02:58,bubble,100000,melhor, 7115.278503417969,0.000946044921875
01/06/2021-16:03:39,bubble,100000,pior, 10840.735681772232,0.0008697509765625
02/06/2021-04:27:24,bubble,100000,medio, 8924.944041013718,0.0007720947265625
